,Categoria,Url_Categoria,Nombre_Curso,URL_Curso
1888,unity-3d,https://www.edx.org/learn/unity-3d,Computer Science for Game Development,https://www.edx.org/professional-certificate/harvardx-computer-science-for-game-development
1889,web-development,/learn/web-development,,
1890,windows-10-security,https://www.edx.org/learn/windows-10-security,Network and Security Foundations,https://www.edx.org/course/network-security-foundations
1891,analytics,https://www.edx.org/learn/analytics,Analytics: Essential Tools and Methods,https://www.edx.org/micromasters/gtx-analytics-essential-tools-and-methods
1892,analytics,https://www.edx.org/learn/analytics,Business Analytics Foundations,https://www.edx.org/microbachelors/snhux-business-analytics-foundations
1893,analytics,https://www.edx.org/learn/analytics,Introduction to Data Analytics for Managers,https://www.edx.org/course/introduction-to-data-analytics-for-managers
1894,analytics,https://www.edx.org/learn/analytics,Data Analytics Basics for Everyone,https://www.edx.org/course/data-analytics-for-everyone
1895,analytics,https://www.edx.org/learn/analytics,Analytics for Decision Making,https://www.edx.org/course/analytics-for-decision-making
1896,analytics,https://www.edx.org/learn/analytics,Marketing Analytics,https://www.edx.org/micromasters/berkeleyx-marketing-analytics
1897,analytics,https://www.edx.org/learn/analytics,Transforming Your Company’s Data Analytics: Championing the Digital Enterprise,https://www.edx.org/professional-certificate/usmx-championing-the-digital-enterprise
1898,analytics,https://www.edx.org/learn/analytics,Predictive Analytics using Python,https://www.edx.org/micromasters/edinburghx-predictive-analytics-using-python
1899,analytics,https://www.edx.org/learn/analytics,Data Science for Executives,https://www.edx.org/professional-certificate/columbiax-data-science-for-executives
1900,analytics,https://www.edx.org/learn/analytics,Text Analytics with Python,https://www.edx.org/professional-certificate/ucx-text-analytics-with-python
1901,analytics,https://www.edx.org/learn/analytics,Sales Enablement & Analytics,https://www.edx.org/course/sales-enablement-analytics
1902,analytics,https://www.edx.org/learn/analytics,Health Informatics Technology in Population Healthcare Analytics,https://www.edx.org/course/health-informatics-technology-in-population-health
1903,analytics,https://www.edx.org/learn/analytics,Supply Chain Analytics,https://www.edx.org/course/supply-chain-analytics
1904,analytics,https://www.edx.org/learn/analytics,Digital Marketing Analytics: Tools and Techniques,https://www.edx.org/course/digital-marketing-analytics-tools-and-techniques
1905,analytics,https://www.edx.org/learn/analytics,Big Data Analytics Using Spark,https://www.edx.org/course/big-data-analytics-using-spark
1906,analytics,https://www.edx.org/learn/analytics,Data Analytics and Visualization in Health Care,https://www.edx.org/course/data-analytics-and-visualization-in-health-care
1907,analytics,https://www.edx.org/learn/analytics,Data Visualization and Building Dashboards with Excel and Cognos,https://www.edx.org/course/data-visualization-and-building-dashboards-with-excel-and-cognos
1908,analytics,https://www.edx.org/learn/analytics,Data Literacy Foundations,https://www.edx.org/course/data-literacy-foundations
1909,analytics,https://www.edx.org/learn/analytics,Data Analysis Essentials,https://www.edx.org/course/data-analysis-essentials
1910,analytics,https://www.edx.org/learn/analytics,Statistics and Data Science,https://www.edx.org/micromasters/mitx-statistics-and-data-science
1911,analytics,https://www.edx.org/learn/analytics,Business and Data Analysis Skills,https://www.edx.org/course/business-and-data-analysis-skills-2
1912,analytics,https://www.edx.org/learn/analytics,Financial Analysis for Decision Making,https://www.edx.org/course/financial-analysis-for-decision-making
1913,analytics,https://www.edx.org/learn/analytics,Data Science: Wrangling,https://www.edx.org/course/data-science-wrangling
1914,analytics,https://www.edx.org/learn/analytics,Data Science: Inference and Modeling,https://www.edx.org/course/data-science-inference-and-modeling
1915,analytics,https://www.edx.org/learn/analytics,IBM Data Analyst,https://www.edx.org/professional-certificate/ibm-dataanalyst
1916,analytics,https://www.edx.org/learn/analytics,Analyzing Data with Python,https://www.edx.org/course/analyzing-data-with-python
1917,analytics,https://www.edx.org/learn/analytics,Statistics and R,https://www.edx.org/course/statistics-and-r
1918,analytics,https://www.edx.org/learn/analytics,Python for Data Science,https://www.edx.org/course/python-for-data-science-2
1919,analytics,https://www.edx.org/learn/analytics,Data Science,https://www.edx.org/micromasters/uc-san-diegox-data-science
1920,analytics,https://www.edx.org/learn/analytics,Foundations of Data Science,https://www.edx.org/professional-certificate/berkeleyx-foundations-of-data-science
1921,analytics,https://www.edx.org/learn/analytics,Quantitative Marketing Research,https://www.edx.org/course/quantitative-marketing-research
1922,analytics,https://www.edx.org/learn/analytics,Mining Massive Datasets,https://www.edx.org/course/mining-massive-datasets
1923,analytics,https://www.edx.org/learn/analytics,Accounting for Decision-Making,https://www.edx.org/course/accounting-for-decision-making
1924,analytics,https://www.edx.org/learn/analytics,Statistical Analysis in R,https://www.edx.org/professional-certificate/ucx-statistical-analysis-in-r
1925,analytics,https://www.edx.org/learn/analytics,Data Science: Visualization,https://www.edx.org/course/data-science-visualization
1926,analytics,https://www.edx.org/learn/analytics,Statistical Learning,https://www.edx.org/course/statistical-learning
1927,analytics,https://www.edx.org/learn/analytics,Digital Marketing and Data Driven Analytics,https://www.edx.org/course/digital-marketing-and-data-driven-analytics
1928,analytics,https://www.edx.org/learn/analytics,Online Marketing Strategies,https://www.edx.org/course/online-marketing-strategies
1929,analytics,https://www.edx.org/learn/analytics,UX Data Analysis,https://www.edx.org/course/ux-data-analysis
1930,analytics,https://www.edx.org/learn/analytics,Buyer Behaviour and Analysis,https://www.edx.org/course/buyer-behaviour-and-analysis
1931,analytics,https://www.edx.org/learn/analytics,Analyzing Data with Excel,https://www.edx.org/course/analyzing-data-with-excel
1932,analytics,https://www.edx.org/learn/analytics,Excel for Everyone,https://www.edx.org/professional-certificate/ubcx-excel-for-everyone
1933,analytics,https://www.edx.org/learn/analytics,Mathematical Methods for Quantitative Finance,https://www.edx.org/course/mathematical-methods-for-quantitative-finance
1934,analytics,https://www.edx.org/learn/analytics,Financial Accounting,https://www.edx.org/course/finance-accounting
1935,analytics,https://www.edx.org/learn/analytics,Data Analysis and Visualization Fundamentals,https://www.edx.org/professional-certificate/ibm-data-analysis-and-visualization-fundamentals
1936,analytics,https://www.edx.org/learn/analytics,Marketing in a Digital World,https://www.edx.org/micromasters/curtinx-marketing-in-a-digital-world
1937,analytics,https://www.edx.org/learn/analytics,Big Data,https://www.edx.org/micromasters/adelaidex-big-data
1938,big-data,/learn/big-data,,
1939,binomial-distribution,https://www.edx.org/learn/binomial-distribution,Probability and Statistics I:  A Gentle Introduction to Probability,https://www.edx.org/course/probability-and-statistics-i-a-gentle-introduction-to-probability
1940,binomial-distribution,https://www.edx.org/learn/binomial-distribution,Probability and Statistics II:  Random Variables – Great Expectations to Bell Curves,https://www.edx.org/course/probability-and-statistics-ii-random-variables-great-expectations-to-bell-curves
1941,binomial-distribution,https://www.edx.org/learn/binomial-distribution,Probability and Statistics III:  A Gentle Introduction to Statistics,https://www.edx.org/course/probability-and-statistics-iii-a-gentle-introduction-to-statistics
1942,binomial-distribution,https://www.edx.org/learn/binomial-distribution,Probability and Statistics IV:  Confidence Intervals and Hypothesis Tests,https://www.edx.org/course/probability-and-statistics-iv-confidence-intervals-and-hypothesis-tests
1943,binomial-distribution,https://www.edx.org/learn/binomial-distribution,"Statistics, Confidence Intervals and Hypothesis Tests",https://www.edx.org/professional-certificate/gtx-statistics-confidence-intervals-and-hypothesis-tests
1944,business-intelligence,/learn/business-intelligence,,
1945,c-plus-plus,https://www.edx.org/learn/c-plus-plus,Programming & Data Structures,https://www.edx.org/microbachelors/nyux-programming-data-structures
1946,c-plus-plus,https://www.edx.org/learn/c-plus-plus,Fundamentals of Computer Science,https://www.edx.org/xseries/fundamentals-computer-science
1947,c-plus-plus,https://www.edx.org/learn/c-plus-plus,Data Structures Fundamentals,https://www.edx.org/course/data-structures-fundamentals
1948,c-plus-plus,https://www.edx.org/learn/c-plus-plus,Compilers,https://www.edx.org/course/compilers
1949,c-plus-plus,https://www.edx.org/learn/c-plus-plus,Embedded Systems Essentials with Arm,https://www.edx.org/professional-certificate/armeducationx-embedded-systems-essentials
1950,c-plus-plus,https://www.edx.org/learn/c-plus-plus,Teaching with Physical Computing,https://www.edx.org/professional-certificate/armeducationx-teaching-with-physical-computing
1951,c-plus-plus,https://www.edx.org/learn/c-plus-plus,C++ Programming: Basic Skills,https://www.edx.org/course/codio-cpp-basic-skills
1952,c-plus-plus,https://www.edx.org/learn/c-plus-plus,C++ Programming: Intermediate Concepts,https://www.edx.org/course/c-intermediate-concepts
1953,c-plus-plus,https://www.edx.org/learn/c-plus-plus,C++ Programming: Object-Oriented Design,https://www.edx.org/course/c-object-oriented-design
1954,convolutional-neural-network,https://www.edx.org/learn/convolutional-neural-network,IBM Deep Learning,https://www.edx.org/professional-certificate/ibm-deep-learning
1955,convolutional-neural-network,https://www.edx.org/learn/convolutional-neural-network,Deep Learning Fundamentals with Keras,https://www.edx.org/course/deep-learning-fundamentals-with-keras
1956,convolutional-neural-network,https://www.edx.org/learn/convolutional-neural-network,Deep Learning with Python and PyTorch,https://www.edx.org/course/deep-learning-with-python-and-pytorch
1957,convolutional-neural-network,https://www.edx.org/learn/convolutional-neural-network,Deep Learning with Tensorflow,https://www.edx.org/course/deep-learning-with-tensorflow
1958,data-analytics,/learn/data-analytics,,
1959,data-engineering,/learn/data-engineering,,
1960,data-management,/learn/data-management,,
1961,data-mining,/learn/data-mining,,
1962,data-science,/learn/data-science,,
1963,data-visualization,/learn/data-visualization,,
1964,data-warehouse,https://www.edx.org/learn/data-warehouse,Data Analytics Basics for Everyone,https://www.edx.org/course/data-analytics-for-everyone
1965,data-warehouse,https://www.edx.org/learn/data-warehouse,Enterprise Data Management,https://www.edx.org/course/enterprise-data-management
1966,data-warehouse,https://www.edx.org/learn/data-warehouse,IT Fundamentals for Business Professionals: Programming,https://www.edx.org/course/it-fundamentals-for-business-professionals-program
1967,data-warehouse,https://www.edx.org/learn/data-warehouse,IT Fundamentals for Business Professionals,https://www.edx.org/professional-certificate/upvalenciax-it-fundamentals-for-business-professionals
1968,data-warehouse,https://www.edx.org/learn/data-warehouse,UML Class Diagrams for Software Engineering,https://www.edx.org/course/uml-class-diagrams-for-software-engineering
1969,databases,/learn/databases,,
1970,deep-learning,/learn/deep-learning,,
1971,excel,/learn/excel,,
1972,google-power-searching,https://www.edx.org/learn/google-power-searching,Power Searching with Google,https://www.edx.org/xseries/google-power-searching-with-google
1973,google-power-searching,https://www.edx.org/learn/google-power-searching,Power Searching with Google,https://www.edx.org/course/power-searching-with-google
1974,ibm-watson,https://www.edx.org/learn/ibm-watson,Computer Vision and Image Processing Fundamentals,https://www.edx.org/course/computer-vision-and-image-processing-fundamentals
1975,ibm-watson,https://www.edx.org/learn/ibm-watson,AI Chatbots without Programming,https://www.edx.org/course/AI-chatbots-without-programming
1976,ibm-watson,https://www.edx.org/learn/ibm-watson,AI Applications with Watson,https://www.edx.org/course/AI-applications-with-watson
1977,ibm-watson,https://www.edx.org/learn/ibm-watson,Introduction to Watson AI,https://www.edx.org/course/intro-to-watson-AI
1978,ibm-watson,https://www.edx.org/learn/ibm-watson,Foundations of AI,https://www.edx.org/professional-certificate/foundations-of-ai
1979,image-analysis,https://www.edx.org/learn/image-analysis,Image Processing and Analysis for Life Scientists,https://www.edx.org/course/image-processing-and-analysis-for-life-scientists
1980,image-processing,https://www.edx.org/learn/image-processing,Image Processing and Analysis for Life Scientists,https://www.edx.org/course/image-processing-and-analysis-for-life-scientists
1981,image-processing,https://www.edx.org/learn/image-processing,Sparse Representations in Signal and Image Processing,https://www.edx.org/professional-certificate/israelx-sparse-representations-from-theory-to-practice
1982,image-processing,https://www.edx.org/learn/image-processing,Health Informatics for better and safer healthcare,https://www.edx.org/course/health-informatics-for-better-and-safer-healthcare
1983,image-processing,https://www.edx.org/learn/image-processing,Convex Optimization,https://www.edx.org/course/convex-optimization
1984,image-processing,https://www.edx.org/learn/image-processing,Introduction to Biomedical Imaging,https://www.edx.org/course/introduction-to-biomedical-imaging
1985,image-processing,https://www.edx.org/learn/image-processing,Advanced Cardiac Imaging: Cardiac Computed Tomography (CT),https://www.edx.org/course/advanced-cardiac-imaging-cardiac-computed-tomograp
1986,image-processing,https://www.edx.org/learn/image-processing,AI in Practice: Applying AI,https://www.edx.org/course/ai-in-practice-applying-ai
1987,image-processing,https://www.edx.org/learn/image-processing,Computer Vision and Image Processing Fundamentals,https://www.edx.org/course/computer-vision-and-image-processing-fundamentals
1988,image-processing,https://www.edx.org/learn/image-processing,Deep Learning with IBM,https://www.edx.org/professional-certificate/deep-learning-with-ibm
1989,image-processing,https://www.edx.org/learn/image-processing,AI in Practice,https://www.edx.org/professional-certificate/delftx-ai-in-practice
1990,image-processing,https://www.edx.org/learn/image-processing,Tiny Machine Learning (TinyML),https://www.edx.org/professional-certificate/harvardx-tiny-machine-learning
1991,inference,https://www.edx.org/learn/inference,Statistical Inference and Modeling for High-throughput Experiments,https://www.edx.org/course/statistical-inference-and-modeling-for-high-throug
1992,inference,https://www.edx.org/learn/inference,Data Science: Inference and Modeling,https://www.edx.org/course/data-science-inference-and-modeling
1993,inference,https://www.edx.org/learn/inference,Data Analysis Essentials,https://www.edx.org/course/data-analysis-essentials
1994,inference,https://www.edx.org/learn/inference,From Digital Technologies to Social Media,https://www.edx.org/xseries/curtinx-from-digital-technologies-to-social-media
1995,inference,https://www.edx.org/learn/inference,Advanced Statistical Inference and Modelling Using R,https://www.edx.org/course/advanced-statistical-inference-and-modelling-using-r
1996,inference,https://www.edx.org/learn/inference,Basics of Statistical Inference and Modelling Using R,https://www.edx.org/course/basics-of-statistical-inference-and-modelling-using-r
1997,inference,https://www.edx.org/learn/inference,Probability - The Science of Uncertainty and Data,https://www.edx.org/course/probability-the-science-of-uncertainty-and-data
1998,inference,https://www.edx.org/learn/inference,Fundamentals of Statistics,https://www.edx.org/course/fundamentals-of-statistics
1999,inference,https://www.edx.org/learn/inference,Causal Diagrams: Draw Your Assumptions Before Your Conclusions,https://www.edx.org/course/causal-diagrams-draw-your-assumptions-before-your
2000,inferential-statistics,/learn/inferential-statistics,,
2001,informatics,/learn/informatics,,
2002,information-systems,/learn/information-systems,,
2003,keras,https://www.edx.org/learn/keras,IBM Deep Learning,https://www.edx.org/professional-certificate/ibm-deep-learning
2004,keras,https://www.edx.org/learn/keras,Deep Learning Fundamentals with Keras,https://www.edx.org/course/deep-learning-fundamentals-with-keras
2005,keras,https://www.edx.org/learn/keras,Applied Deep Learning Capstone Project,https://www.edx.org/course/applied-deep-learning-capstone-project
2006,machine-learning,/learn/machine-learning,,
2007,marketing-analytics,/learn/marketing-analytics,,
2008,natural-language-processing,/learn/natural-language-processing,,
2009,neural-network,https://www.edx.org/learn/neural-network,AI for Everyone: Master the Basics,https://www.edx.org/course/artificial-intelligence-for-everyone
2010,neural-network,https://www.edx.org/learn/neural-network,IBM Deep Learning,https://www.edx.org/professional-certificate/ibm-deep-learning
2011,neural-network,https://www.edx.org/learn/neural-network,Statistics and Data Science,https://www.edx.org/micromasters/mitx-statistics-and-data-science
2012,neural-network,https://www.edx.org/learn/neural-network,Machine Learning and Finance,https://www.edx.org/professional-certificate/nyux-machine-learning-and-finance
2013,neural-network,https://www.edx.org/learn/neural-network,Deep Learning Fundamentals with Keras,https://www.edx.org/course/deep-learning-fundamentals-with-keras
2014,neural-network,https://www.edx.org/learn/neural-network,Deep Learning with Python and PyTorch,https://www.edx.org/course/deep-learning-with-python-and-pytorch
2015,neural-network,https://www.edx.org/learn/neural-network,Deep Learning with Tensorflow,https://www.edx.org/course/deep-learning-with-tensorflow
2016,neural-network,https://www.edx.org/learn/neural-network,Machine Learning with Python: from Linear Models to Deep Learning,https://www.edx.org/course/machine-learning-with-python-from-linear-models-to
2017,neural-network,https://www.edx.org/learn/neural-network,Applications of TinyML,https://www.edx.org/course/applications-of-tinyml
2018,neural-network,https://www.edx.org/learn/neural-network,CS50's Introduction to Artificial Intelligence with Python,https://www.edx.org/course/cs50s-introduction-to-artificial-intelligence-with-python
2019,neural-network,https://www.edx.org/learn/neural-network,Simulation Neuroscience,https://www.edx.org/course/simulation-neuroscience
2020,neural-network,https://www.edx.org/learn/neural-network,Deep Learning with IBM,https://www.edx.org/professional-certificate/deep-learning-with-ibm
2021,neural-network,https://www.edx.org/learn/neural-network,Essential Technologies for Business,https://www.edx.org/professional-certificate/ibm-essential-technologies-for-business
2022,nosql,/learn/nosql,,
2023,numpy,https://www.edx.org/learn/numpy,Analyzing Data with Python,https://www.edx.org/course/analyzing-data-with-python
2024,numpy,https://www.edx.org/learn/numpy,Using Python for Research,https://www.edx.org/course/using-python-for-research
2025,numpy,https://www.edx.org/learn/numpy,Python for Data Science,https://www.edx.org/course/python-for-data-science-2
2026,numpy,https://www.edx.org/learn/numpy,Data Science,https://www.edx.org/micromasters/uc-san-diegox-data-science
2027,numpy,https://www.edx.org/learn/numpy,PyTorch Basics for Machine Learning,https://www.edx.org/course/pytorch-basics-for-machine-learning
2028,numpy,https://www.edx.org/learn/numpy,IBM Data Analyst,https://www.edx.org/professional-certificate/ibm-dataanalyst
2029,pandas,https://www.edx.org/learn/pandas,Python Data Science,https://www.edx.org/professional-certificate/ibm-python-data-science
2030,pandas,https://www.edx.org/learn/pandas,Statistics and Data Science,https://www.edx.org/micromasters/mitx-statistics-and-data-science
2031,pandas,https://www.edx.org/learn/pandas,Data Science,https://www.edx.org/micromasters/uc-san-diegox-data-science
2032,pandas,https://www.edx.org/learn/pandas,Analyzing Data with Python,https://www.edx.org/course/analyzing-data-with-python
2033,pandas,https://www.edx.org/learn/pandas,Python for Data Science,https://www.edx.org/course/python-for-data-science-2
2034,pandas,https://www.edx.org/learn/pandas,Python Basics for Data Science,https://www.edx.org/course/python-basics-for-data-science
2035,pandas,https://www.edx.org/learn/pandas,Text Analytics 1: Introduction to Natural Language Processing,https://www.edx.org/course/introducing-text-analytics
2036,pandas,https://www.edx.org/learn/pandas,Text Analytics 2: Visualizing Natural Language Processing,https://www.edx.org/course/text-analytics-2-visualizing-natural-language-processing
2037,pandas,https://www.edx.org/learn/pandas,Applied Statistics with Python,https://www.edx.org/course/applied-statistics-with-python
2038,pandas,https://www.edx.org/learn/pandas,"Data Science for Construction, Architecture and Engineering",https://www.edx.org/course/Data-Science-for-Construction-Architecture-and-Engineering
2039,pandas,https://www.edx.org/learn/pandas,PyTorch Basics for Machine Learning,https://www.edx.org/course/pytorch-basics-for-machine-learning
2040,pandas,https://www.edx.org/learn/pandas,Introduction to Scientific Machine Learning,https://www.edx.org/course/introduction-to-machine-learning-2
2041,power-bi,/learn/power-bi,,
2042,predictive-analytics,/learn/predictive-analytics,,
2043,pytorch,https://www.edx.org/learn/pytorch,IBM Deep Learning,https://www.edx.org/professional-certificate/ibm-deep-learning
2044,pytorch,https://www.edx.org/learn/pytorch,Deep Learning with Python and PyTorch,https://www.edx.org/course/deep-learning-with-python-and-pytorch
2045,pytorch,https://www.edx.org/learn/pytorch,PyTorch Basics for Machine Learning,https://www.edx.org/course/pytorch-basics-for-machine-learning
2046,pytorch,https://www.edx.org/learn/pytorch,Applied Deep Learning Capstone Project,https://www.edx.org/course/applied-deep-learning-capstone-project
2047,r-programming,https://www.edx.org/learn/r-programming,R Programming Fundamentals,https://www.edx.org/course/r-programming-fundamentals
2048,r-programming,https://www.edx.org/learn/r-programming,Statistics and R,https://www.edx.org/course/statistics-and-r
2049,r-programming,https://www.edx.org/learn/r-programming,Data Science: R Basics,https://www.edx.org/course/data-science-r-basics
2050,r-programming,https://www.edx.org/learn/r-programming,RShiny for Everyone,https://www.edx.org/course/introduction-to-rshiny
2051,r-programming,https://www.edx.org/learn/r-programming,Data Analysis for Life Sciences,https://www.edx.org/professional-certificate/harvardx-data-analysis-for-life-sciences
2052,r-programming,https://www.edx.org/learn/r-programming,Data  Science,https://www.edx.org/professional-certificate/harvardx-data-science
2053,r-programming,https://www.edx.org/learn/r-programming,Introduction to Linear Models and Matrix Algebra,https://www.edx.org/course/introduction-to-linear-models-and-matrix-algebra
2054,r-programming,https://www.edx.org/learn/r-programming,Big Data,https://www.edx.org/micromasters/adelaidex-big-data
2055,r-programming,https://www.edx.org/learn/r-programming,Statistical Inference and Modeling for High-throughput Experiments,https://www.edx.org/course/statistical-inference-and-modeling-for-high-throug
2056,r-programming,https://www.edx.org/learn/r-programming,Basics of Statistical Inference and Modelling Using R,https://www.edx.org/course/basics-of-statistical-inference-and-modelling-using-r
2057,r-programming,https://www.edx.org/learn/r-programming,Advanced Statistical Inference and Modelling Using R,https://www.edx.org/course/advanced-statistical-inference-and-modelling-using-r
2058,r-programming,https://www.edx.org/learn/r-programming,Analytics: Essential Tools and Methods,https://www.edx.org/micromasters/gtx-analytics-essential-tools-and-methods
2059,r-programming,https://www.edx.org/learn/r-programming,Data Science: Visualization,https://www.edx.org/course/data-science-visualization
2060,r-programming,https://www.edx.org/learn/r-programming,Case Studies in Functional Genomics,https://www.edx.org/course/case-studies-in-functional-genomics
2061,r-programming,https://www.edx.org/learn/r-programming,Computing for Data Analysis,https://www.edx.org/course/computing-for-data-analysis
2062,r-programming,https://www.edx.org/learn/r-programming,Statistical Analysis in R,https://www.edx.org/professional-certificate/ucx-statistical-analysis-in-r
2063,r-programming,https://www.edx.org/learn/r-programming,Data Science Tools,https://www.edx.org/course/data-science-tools
2064,r-programming,https://www.edx.org/learn/r-programming,Introduction to Bioconductor,https://www.edx.org/course/introduction-to-bioconductor-annotation-and-analys
2065,r-programming,https://www.edx.org/learn/r-programming,Advanced Bioconductor,https://www.edx.org/course/advanced-bioconductor
2066,r-programming,https://www.edx.org/learn/r-programming,The Essentials of Data Literacy Online Course,https://www.edx.org/course/essentials-of-data-literacy
2067,r-programming,https://www.edx.org/learn/r-programming,Marketing Analytics,https://www.edx.org/micromasters/berkeleyx-marketing-analytics
2068,r-programming,https://www.edx.org/learn/r-programming,Embedded Systems Essentials with Arm,https://www.edx.org/professional-certificate/armeducationx-embedded-systems-essentials
2069,r-programming,https://www.edx.org/learn/r-programming,R Programming Basics for Data Science,https://www.edx.org/course/r-programming-basics-for-data-science
2070,r-programming,https://www.edx.org/learn/r-programming,Analyzing Data with R,https://www.edx.org/course/analyzing-data-with-r
2071,r-programming,https://www.edx.org/learn/r-programming,Visualizing Data with R,https://www.edx.org/course/visualizing-data-with-r
2072,r-programming,https://www.edx.org/learn/r-programming,R Data Science Capstone Project,https://www.edx.org/course/r-data-science-capstone-project
2073,r-programming,https://www.edx.org/learn/r-programming,Teaching with Physical Computing,https://www.edx.org/professional-certificate/armeducationx-teaching-with-physical-computing
2074,r-programming,https://www.edx.org/learn/r-programming,SQL for Data Science with R,https://www.edx.org/course/sql-for-data-science-with-r
2075,regression,https://www.edx.org/learn/regression,Statistical Learning,https://www.edx.org/course/statistical-learning
2076,regression,https://www.edx.org/learn/regression,Policy Analysis Using Interrupted Time Series,https://www.edx.org/course/policy-analysis-using-interrupted-time-series
2077,regression,https://www.edx.org/learn/regression,Statistical Analysis in R,https://www.edx.org/professional-certificate/ucx-statistical-analysis-in-r
2078,regression,https://www.edx.org/learn/regression,Data Science: Linear Regression,https://www.edx.org/course/data-science-linear-regression
2079,regression,https://www.edx.org/learn/regression,Basics of Statistical Inference and Modelling Using R,https://www.edx.org/course/basics-of-statistical-inference-and-modelling-using-r
2080,regression,https://www.edx.org/learn/regression,Advanced Statistical Inference and Modelling Using R,https://www.edx.org/course/advanced-statistical-inference-and-modelling-using-r
2081,regression,https://www.edx.org/learn/regression,Statistical Thinking for Data Science and Analytics,https://www.edx.org/course/statistical-thinking-for-data-science-and-analytic
2082,regression,https://www.edx.org/learn/regression,Macroeconometric Forecasting,https://www.edx.org/course/macroeconometric-forecasting-2
2083,regression,https://www.edx.org/learn/regression,Probability and Statistics in Data Science using Python,https://www.edx.org/course/probability-and-statistics-in-data-science-using-p
2084,regression,https://www.edx.org/learn/regression,Fundamentals of Statistics,https://www.edx.org/course/fundamentals-of-statistics
2085,regression,https://www.edx.org/learn/regression,Visualizing Data with Python,https://www.edx.org/course/visualizing-data-with-python
2086,regression,https://www.edx.org/learn/regression,Machine Learning with Python: from Linear Models to Deep Learning,https://www.edx.org/course/machine-learning-with-python-from-linear-models-to
2087,regression,https://www.edx.org/learn/regression,Machine Learning with Python: A Practical Introduction,https://www.edx.org/course/machine-learning-with-python-a-practical-introduct
2088,regression,https://www.edx.org/learn/regression,Machine Learning Fundamentals,https://www.edx.org/course/machine-learning-fundamentals-2
2089,regression,https://www.edx.org/learn/regression,Deep Learning Fundamentals with Keras,https://www.edx.org/course/deep-learning-fundamentals-with-keras
2090,regression,https://www.edx.org/learn/regression,Deep Learning with Tensorflow,https://www.edx.org/course/deep-learning-with-tensorflow
2091,regression,https://www.edx.org/learn/regression,Data Science: R Basics,https://www.edx.org/course/data-science-r-basics
2092,regression,https://www.edx.org/learn/regression,Applied Statistics with Python,https://www.edx.org/course/applied-statistics-with-python
2093,regression,https://www.edx.org/learn/regression,PyTorch Basics for Machine Learning,https://www.edx.org/course/pytorch-basics-for-machine-learning
2094,relational-databases,/learn/relational-databases,,
2095,research,https://www.edx.org/learn/research,Using Python for Research,https://www.edx.org/course/using-python-for-research
2096,research,https://www.edx.org/learn/research,Comparative Research Designs and Methods,https://www.edx.org/course/comparative-research-designs-and-methods
2097,research,https://www.edx.org/learn/research,Quantitative and Qualitative Research for Beginners,https://www.edx.org/course/quantitative-and-qualitative-research-for-beginners
2098,research,https://www.edx.org/learn/research,Partnering with the Public and Patients in Medical Research,https://www.edx.org/course/partnering-with-the-public-and-patients-in-medical-research
2099,research,https://www.edx.org/learn/research,Biospecimen Research Methods,https://www.edx.org/course/biospecimen-research-methods-6
2100,research,https://www.edx.org/learn/research,Artistic Research in Music – an Introduction,https://www.edx.org/course/artistic-research-in-music-an-introduction
2101,research,https://www.edx.org/learn/research,CERTaIN: Patient-Centered Outcomes Research,https://www.edx.org/course/certain-patient-centered-outcomes-research
2102,research,https://www.edx.org/learn/research,Introduction to Psychological Research Methods,https://www.edx.org/course/introduction-to-psychological-research-methods
2103,research,https://www.edx.org/learn/research,"Cannabis Compliance, Testing, and Research",https://www.edx.org/course/cannabis-compliance-testing-and-research
2104,simulation,https://www.edx.org/learn/simulation,Simulation Neuroscience,https://www.edx.org/course/simulation-neuroscience
2105,simulation,https://www.edx.org/learn/simulation,Dynamic Energy Modelling of Buildings: Thermal Simulation,https://www.edx.org/course/dynamic-energy-modelling-of-buildings-thermal-simulation
2106,simulation,https://www.edx.org/learn/simulation,A Hands-on Introduction to Engineering Simulations,https://www.edx.org/course/a-hands-on-introduction-to-engineering-simulations
2107,simulation,https://www.edx.org/learn/simulation,Data Science: Probability,https://www.edx.org/course/data-science-probability
2108,simulation,https://www.edx.org/learn/simulation,Basics of Statistical Inference and Modelling Using R,https://www.edx.org/course/basics-of-statistical-inference-and-modelling-using-r
2109,simulation,https://www.edx.org/learn/simulation,Statistical Analysis in R,https://www.edx.org/professional-certificate/ucx-statistical-analysis-in-r
2110,simulation,https://www.edx.org/learn/simulation,Introduction to Probability Management,https://www.edx.org/course/introduction-to-probability-management
2111,simulation,https://www.edx.org/learn/simulation,Road Traffic Safety in Automotive Engineering,https://www.edx.org/course/road-traffic-safety-in-automotive-engineering
2112,simulation,https://www.edx.org/learn/simulation,Self-Driving Cars with Duckietown,https://www.edx.org/course/self-driving-cars-with-duckietown
2113,simulation,https://www.edx.org/learn/simulation,Creating Virtual Reality (VR) Apps,https://www.edx.org/course/creating-virtual-reality-vr-apps-2
2114,simulation,https://www.edx.org/learn/simulation,Machine Dynamics with MATLAB,https://www.edx.org/course/machine-dynamics-with-matlab
2115,simulation,https://www.edx.org/learn/simulation,Model-Based Automotive Systems Engineering,https://www.edx.org/course/model-based-automotive-systems-engineering
2116,simulation,https://www.edx.org/learn/simulation,Unreal Engine Foundations,https://www.edx.org/professional-certificate/ritx-unreal-engine-foundations
